time_s,hip_fl_deg,hip_fl_cmd,knee_fl_deg,knee_fl_cmd,hip_fr_deg,hip_fr_cmd,knee_fr_deg,knee_fr_cmd,hip_rl_deg,hip_rl_cmd,knee_rl_deg,knee_rl_cmd,hip_rr_deg,hip_rr_cmd,knee_rr_deg,knee_rr_cmd
4.65,23.0796640213281,23,177.858353747954,178,39.2500817361819,39,180,180,31.9206355759288,32,174.999979069614,175,35.3377734154878,35,175.30079309409,175
4.675,22.4629411411935,22,176.727201421146,177,41.0450133528236,41,180,180,33.4287396525224,33,176.215350825224,176,34.47438346884,34,174.116453146684,174
4.7,21.8224350928487,22,175.452090078554,175,42.9021891988113,43,180,180,34.5844163593875,35,176.988563524058,177,33.7434495272629,34,173.010097559121,173
4.725,21.2305264769711,21,174.289542699135,174,44.7641362799286,45,180,180,35.9671789469461,36,177.590675317904,178,33.3265732985266,33,171.614386732607,172
4.75,20.8129064594803,21,173.160360294797,173,46.6636338315013,47,180,180,37.6691515596434,38,177.901383223217,178,33.2775110150737,33,170.059568928338,170
4.775,20.3097336229465,20,172.106098127713,172,48.4738606811944,48,180,180,39.371605198911,39,178.478157798723,178,33.1490983868297,33,168.497300870325,168
4.8,19.8356111258531,20,170.921513869615,171,50.327313342386,50,180,180,41.0933762618793,41,178.957793716555,179,32.915785898759,33,167.006626462267,167
4.825,19.3569791857653,19,169.698041849386,170,51.9172917279733,52,180,180,42.7429517450614,43,179.566133813571,180,32.6543603887756,33,165.525928115192,166
4.85,19.0135881103541,19,168.12927566528,168,51.3865080226948,51,180,180,43.4475508196409,43,178.923381979099,179,32.1996467463397,32,164.166616257925,164
4.875,18.803036882912,19,169.570269292894,170,49.8266366209389,50,180,180,42.4421215624094,42,178.061784448815,178,30.8491735179731,31,162.556754437307,163
4.9,19.0499500534932,19,171.176705661534,171,48.3490649198219,48,180,180,41.2287298032116,41,177.487253349817,177,30.2951994736375,30,163.673708426843,164
4.925,19.4223381727403,19,172.941037780683,173,46.911984751248,47,180,180,40.0247240029154,40,176.86235187016,177,30.5897659505007,31,165.147526805642,165
4.95,19.7732774434359,20,174.703141619052,175,45.4659130584462,45,180,180,38.811248353673,39,176.166411368785,176,31.0357123742042,31,166.646634068328,167
4.975,20.159763938271,20,176.459313280621,176,43.9874406248243,44,180,180,37.5528971943644,38,175.419190031407,175,31.4986864785138,31,168.199168869781,168
5,20.6487236839753,21,178.212775980577,178,42.4672335487455,42,180,180,36.2354099345417,36,174.632447454871,175,31.9830086625122,32,169.793002089424,170
